original_path	sha256	size_bytes	action	retained_path	reason
BR_AF4_00ABC_RETRY2/BR_AF4_failed_attempts_provenance.txt	16ddb2a54f4935f394f166714d56712460ea7c948621f71e65f236a7026742fa	818	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY2/BR_AF4_failed_attempts_provenance.txt	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00ABC_retry3_sha256.txt	7920151d06ece3252e1494640bd54d77e257029c15cc196b50b2ace44fce69de	1924	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00ABC_retry3_sha256.txt	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00ABC_retry3_sha256.txt.sha256	927b9defe0f954a2ba03d3473b5d6f3711accd146432a15a37ccdb2c10e90091	171	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00ABC_retry3_sha256.txt.sha256	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00ABC_retry3_summary.txt	c536299c9bb2cda7da1c3f097ab094b94502467fbb920e8cd687eef9b459490e	1881	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00ABC_retry3_summary.txt	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00A_common_header_diagnostic.txt	b6f33d26159071f1522c62ba549620639b7ed3fc57cf7f20d46223b676244838	38623	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00A_common_header_diagnostic.txt	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00A_retry3_precheck.txt	00952b8887bbce69866cc918cd64c30b49790b3d75aabfbd5cbdd92904f010ba	611	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00A_retry3_precheck.txt	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00A_source_build_hashes.txt	4022b34e87c6f51a749689f9a4e5bd4315148456cf8183cc3397e14b89c04ecf	1341	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00A_source_build_hashes.txt	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00B_native_cbmc_baseline.txt	6c580fcd2f187a96687354df5ad429ba4c35fd537876d3a82cb89374f92d3d07	186	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00B_native_cbmc_baseline.txt	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00B_native_make_dry_run.txt	c69d93b2808abcd281338baf3239c6946674f6353b7d314a63367dbb5bc0d6a3	17849	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00B_native_make_dry_run.txt	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00B_native_result_summary.txt	bfd616ed308e9d3b4a290f00b0b054f51dfd940fa28e555b6b30767f76679bff	143	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00B_native_result_summary.txt	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00B_post_run_state.txt	4341e784c15ad0dfe5aac70092bef18fc5b74f149b3a8da2275b1cb55bd30669	298	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00B_post_run_state.txt	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00C_cbmc_overlap_audit.txt	73e24f88f1d5ed8ea7e026b6c5e43efe8092663af9f73d2e984ca455d960f60a	1081	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00C_cbmc_overlap_audit.txt	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00C_direct_barrett_audit.txt	737c8fd732a145479ffebd100c56f27bea6f78a6f34dca2fb2a5afe4cc5369a3	9152	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00C_direct_barrett_audit.txt	campaign setup or retry evidence retained once
BR_AF4_00ABC_RETRY3/BR_AF4_00C_property_overlap_audit.txt	849d28876ccd03963e65dc3584a995e862f8b40c06893b6101f9950da9a02472	589	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00ABC_RETRY3/BR_AF4_00C_property_overlap_audit.txt	campaign setup or retry evidence retained once
BR_AF4_00A_RETRY1_START_STATE/BR_AF4_00A_RETRY1_terminal_capture.txt	fe8bc0540b8c9aecd76d361bb5020d28b9341f686ae3a44bb10560543208e8b2	10635	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00A_RETRY1_START_STATE/BR_AF4_00A_RETRY1_terminal_capture.txt	campaign setup or retry evidence retained once
BR_AF4_00A_RETRY1_START_STATE/BR_AF4_00A_failed_attempt_provenance.txt	320259056a5eff6b901fa77d71b54670e20239762043bfcd197277ee7744e02c	418	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00A_RETRY1_START_STATE/BR_AF4_00A_failed_attempt_provenance.txt	campaign setup or retry evidence retained once
BR_AF4_00A_START_STATE/BR_AF4_00A_terminal_capture.txt	167e046c75423f30de28ef811930d942f1a94f9c59fcd2a40fde331ec28c1b03	1121	RETAINED	experiments/barrett-reduce/00-campaign-setup/records-and-early-development/BR_AF4_00A_START_STATE/BR_AF4_00A_terminal_capture.txt	campaign setup or retry evidence retained once
BR_AF4_00A_af4c5abd/.clang-format	19533c4050269a0f9385874bcd757e7af3c92fd1b8be4de3ab2bdbc59fd7db32	1224	RETAINED	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.clang-format	frozen upstream source snapshot retained exactly
BR_AF4_00A_af4c5abd/.clang-tidy	c48cb41cbb58d49aef228ee3dae3247c501400496a9831258ed0a13a18388c8d	1780	RETAINED	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.clang-tidy	frozen upstream source snapshot retained exactly
BR_AF4_00A_af4c5abd/.envrc	8e74b508436ee5f644013bdc3e8e708c529d8fa6f1858041c6fd4d9b30327d61	273	RETAINED	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.envrc	frozen upstream source snapshot retained exactly
BR_AF4_00A_af4c5abd/.git	0ef91fa3255df933a3ad8b7b9b474b3babebcf4eb2a2e1cbe73a20745d3921f5	81	RETAINED	provenance/special-git-metadata/barrett-reduce/BR_AF4_00A_af4c5abd.gitfile.original	machine-local Git worktree pointer preserved separately
BR_AF4_00A_af4c5abd/.github/ISSUE_TEMPLATE/bug_report.md	2227bbbfd0215fedb9929fba4e7a81f96a52edd505ab8b9f2530b19cddf794e8	720	RETAINED	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/ISSUE_TEMPLATE/bug_report.md	frozen upstream source snapshot retained exactly
BR_AF4_00A_af4c5abd/.github/ISSUE_TEMPLATE/feature_request.md	b55ffd57a6683f7c186538a098a4cf4487c6e7894f586a79a92acecd043ccef8	611	RETAINED	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/ISSUE_TEMPLATE/feature_request.md	frozen upstream source snapshot retained exactly
BR_AF4_00A_af4c5abd/.github/actionlint.yaml	3296abec65e2342fbecbc904893402e7f03bb4004f8488f70150a9bc25886afb	410	RETAINED	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/actionlint.yaml	frozen upstream source snapshot retained exactly
BR_AF4_00A_af4c5abd/.github/actions/bench/action.yml	8f0f25ee45ff7a9783cd5c4b9f0916ecefc15aba6c6d6f5af8a42ae40d18478a	3833	RETAINED	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/actions/bench/action.yml	frozen upstream source snapshot retained exactly
BR_AF4_00A_af4c5abd/.github/actions/cbmc/action.yml	c80b4ec5b5ab6e1b8b9d3c3a21fa90437a3061ed7f5f71304271011feda4bee4	2384	RETAINED	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/actions/cbmc/action.yml	frozen upstream source snapshot retained exactly
BR_AF4_00A_af4c5abd/.github/actions/cbmc/report.py	9b1c3a7d2725814b55ac9ca932c2de8f07e083c9223f116829ae8da0cd6797cd	8845	RETAINED	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/.github/actions/cbmc/report.py	frozen upstream source snapshot retained exactly
