sha256	size	retained_path	original_path	context_justification
5e3a16c39a7c7fae41d0fae834fd29a8032767e9e93926a2dee30a2c1f7deda4	46115	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_library_body_binding.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_body_binding.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
5e3a16c39a7c7fae41d0fae834fd29a8032767e9e93926a2dee30a2c1f7deda4	46115	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_library_goto_functions.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_goto_functions.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/fail_add_library_stderr.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/fail_add_library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/fail_compile_stderr.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/fail_compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/fail_compile_stdout.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/fail_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/pass_add_library_stderr.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_add_library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/pass_compile_stderr.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/pass_compile_stdout.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/pass_raw_goto_functions_stderr.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/pass_raw_goto_functions_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/00-campaign-setup/body-binding-preflight/raw-evidence/preprocessor_stderr.txt	ZERO-00B2_BODY_PREFLIGHT_af4c5abd/preprocessor_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/fail_compile_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/fail_compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/fail_compile_stdout.txt	ZERO-00C_T1_RUN1_af4c5abd/fail_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/fail_drop_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/fail_drop_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/fail_library_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/fail_library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/t1_compile_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/t1_compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/t1_compile_stdout.txt	ZERO-00C_T1_RUN1_af4c5abd/t1_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/t1_drop_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/t1_drop_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/t1_library_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/t1_library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_cbmc_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_fail_control_cbmc_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_fail_control_cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_final_goto_functions_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_final_goto_functions_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_library_body_binding_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_body_binding_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_library_goto_functions_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_library_goto_functions_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_mlk_zeroize_body_block.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_mlk_zeroize_body_block.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T01-exact-slice-erasure-and-prestate-independence/raw-run/zero_t1_raw_body_binding_stderr.txt	ZERO-00C_T1_RUN1_af4c5abd/zero_t1_raw_body_binding_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T02-frame-confinement-and-zero-length-identity/raw-run/fail_compile_stderr.txt	ZERO-T2_RUN1_af4c5abd/fail_compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T02-frame-confinement-and-zero-length-identity/raw-run/fail_compile_stdout.txt	ZERO-T2_RUN1_af4c5abd/fail_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T02-frame-confinement-and-zero-length-identity/raw-run/fail_library_stderr.txt	ZERO-T2_RUN1_af4c5abd/fail_library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T02-frame-confinement-and-zero-length-identity/raw-run/t2_compile_stderr.txt	ZERO-T2_RUN1_af4c5abd/t2_compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T02-frame-confinement-and-zero-length-identity/raw-run/t2_compile_stdout.txt	ZERO-T2_RUN1_af4c5abd/t2_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T02-frame-confinement-and-zero-length-identity/raw-run/t2_library_stderr.txt	ZERO-T2_RUN1_af4c5abd/t2_library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T02-frame-confinement-and-zero-length-identity/raw-run/zero_t2_cbmc_stderr.txt	ZERO-T2_RUN1_af4c5abd/zero_t2_cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T02-frame-confinement-and-zero-length-identity/raw-run/zero_t2_fail_control_cbmc_stderr.txt	ZERO-T2_RUN1_af4c5abd/zero_t2_fail_control_cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T03-relational-and-compositional-zeroization-laws/raw-run/fail_compile_stderr.txt	ZERO-T3_RUN1_af4c5abd/fail_compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T03-relational-and-compositional-zeroization-laws/raw-run/fail_compile_stdout.txt	ZERO-T3_RUN1_af4c5abd/fail_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T03-relational-and-compositional-zeroization-laws/raw-run/fail_library_stderr.txt	ZERO-T3_RUN1_af4c5abd/fail_library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T03-relational-and-compositional-zeroization-laws/raw-run/t3_compile_stderr.txt	ZERO-T3_RUN1_af4c5abd/t3_compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T03-relational-and-compositional-zeroization-laws/raw-run/t3_compile_stdout.txt	ZERO-T3_RUN1_af4c5abd/t3_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T03-relational-and-compositional-zeroization-laws/raw-run/t3_library_stderr.txt	ZERO-T3_RUN1_af4c5abd/t3_library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T03-relational-and-compositional-zeroization-laws/raw-run/zero_t3_cbmc_stderr.txt	ZERO-T3_RUN1_af4c5abd/zero_t3_cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T03-relational-and-compositional-zeroization-laws/raw-run/zero_t3_fail_control_cbmc_stderr.txt	ZERO-T3_RUN1_af4c5abd/zero_t3_fail_control_cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run1-failed-harness-configuration/custom_compile_stdout.txt	ZERO-T4_RUN1_af4c5abd/custom_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run1-failed-harness-configuration/default_compile_stdout.txt	ZERO-T4_RUN1_af4c5abd/default_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run1-failed-harness-configuration/fail_compile_stdout.txt	ZERO-T4_RUN1_af4c5abd/fail_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run2-accepted/custom_compile_stderr.txt	ZERO-T4_RUN2_af4c5abd/custom_compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run2-accepted/custom_compile_stdout.txt	ZERO-T4_RUN2_af4c5abd/custom_compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run2-accepted/custom_library_stderr.txt	ZERO-T4_RUN2_af4c5abd/custom_library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/T04-zero-before-release-handoff/run2-accepted/default_compile_stderr.txt	ZERO-T4_RUN2_af4c5abd/default_compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
