original_path,size_bytes,sha256,basename,action,reason,canonical_original_path,canonical_repository_destination
mlk_poly_frombytes_cleanroom/PFB_00C_THEOREM_FREEZE_af4c5abd/input_evidence/PFB_00B1_DEPENDENCY_OVERLAP_COMPLETION.txt,6700686,8d0899de264ac716e861a32a9bab87041bf0c9a375c32e6c23fa934b359d8c05,PFB_00B1_DEPENDENCY_OVERLAP_COMPLETION.txt,exact-duplicate-ledger-only,same-basename-and-identical-sha256-as-canonical,mlk_poly_frombytes_cleanroom/PFB_00C_THEOREM_FREEZE_af4c5abd.BROKEN_20260729T030534Z/input_evidence/PFB_00B1_DEPENDENCY_OVERLAP_COMPLETION.txt,experiments/poly-frombytes/00-campaign-context/00-broken-theorem-freeze-attempt/PFB_00C_THEOREM_FREEZE_af4c5abd.BROKEN_20260729T030534Z/input_evidence/PFB_00B1_DEPENDENCY_OVERLAP_COMPLETION.txt
mlk_poly_frombytes_cleanroom/PFB_00C_THEOREM_FREEZE_af4c5abd/input_evidence/PFB_00B2_PRECISION_PRIOR_OVERLAP_AUDIT.txt,288621,442ecc6a060c69750ee60cb327f3c4736348bd89838fa5c498304bf9fff76c34,PFB_00B2_PRECISION_PRIOR_OVERLAP_AUDIT.txt,exact-duplicate-ledger-only,same-basename-and-identical-sha256-as-canonical,mlk_poly_frombytes_cleanroom/PFB_00C_THEOREM_FREEZE_af4c5abd.BROKEN_20260729T030534Z/input_evidence/PFB_00B2_PRECISION_PRIOR_OVERLAP_AUDIT.txt,experiments/poly-frombytes/00-campaign-context/00-broken-theorem-freeze-attempt/PFB_00C_THEOREM_FREEZE_af4c5abd.BROKEN_20260729T030534Z/input_evidence/PFB_00B2_PRECISION_PRIOR_OVERLAP_AUDIT.txt
mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/boundary/build/make.stderr.txt,144,18e0bcc1470578d7cda60f9207f7e41a24e30caf2ca3c5d0df72b72ed227b6e0,make.stderr.txt,exact-duplicate-ledger-only,same-basename-and-identical-sha256-as-canonical,mlk_poly_frombytes_cleanroom/PFB_01C_T1_CONTROL_SUITE_20260729T042046Z/build/make.stderr.txt,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/04-nonvacuity-frame-canary-and-overwrite-controls/PFB_01C_T1_CONTROL_SUITE_20260729T042046Z/build/make.stderr.txt
mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/boundary/exit.txt,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,exit.txt,exact-duplicate-ledger-only,same-basename-and-identical-sha256-as-canonical,mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/baseline_replay/exit.txt,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/05-boundary-reachability-and-mutation-sensitivity/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/baseline_replay/exit.txt
mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/boundary/result.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,result.stderr.txt,exact-duplicate-ledger-only,same-basename-and-identical-sha256-as-canonical,mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/baseline_replay/result.stderr.txt,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/05-boundary-reachability-and-mutation-sensitivity/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/baseline_replay/result.stderr.txt
mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/mutants/even/build/make.stderr.txt,144,18e0bcc1470578d7cda60f9207f7e41a24e30caf2ca3c5d0df72b72ed227b6e0,make.stderr.txt,exact-duplicate-ledger-only,same-basename-and-identical-sha256-as-canonical,mlk_poly_frombytes_cleanroom/PFB_01C_T1_CONTROL_SUITE_20260729T042046Z/build/make.stderr.txt,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/04-nonvacuity-frame-canary-and-overwrite-controls/PFB_01C_T1_CONTROL_SUITE_20260729T042046Z/build/make.stderr.txt
mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/mutants/even/result.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,result.stderr.txt,exact-duplicate-ledger-only,same-basename-and-identical-sha256-as-canonical,mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/baseline_replay/result.stderr.txt,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/05-boundary-reachability-and-mutation-sensitivity/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/baseline_replay/result.stderr.txt
mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/mutants/odd/build/make.stderr.txt,144,18e0bcc1470578d7cda60f9207f7e41a24e30caf2ca3c5d0df72b72ed227b6e0,make.stderr.txt,exact-duplicate-ledger-only,same-basename-and-identical-sha256-as-canonical,mlk_poly_frombytes_cleanroom/PFB_01C_T1_CONTROL_SUITE_20260729T042046Z/build/make.stderr.txt,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/04-nonvacuity-frame-canary-and-overwrite-controls/PFB_01C_T1_CONTROL_SUITE_20260729T042046Z/build/make.stderr.txt
mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/mutants/odd/exit.txt,3,917df3320d778ddbaa5c5c7742bc4046bf803c36ed2b050f30844ed206783469,exit.txt,exact-duplicate-ledger-only,same-basename-and-identical-sha256-as-canonical,mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/mutants/even/exit.txt,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/05-boundary-reachability-and-mutation-sensitivity/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/mutants/even/exit.txt
mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/mutants/odd/result.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,result.stderr.txt,exact-duplicate-ledger-only,same-basename-and-identical-sha256-as-canonical,mlk_poly_frombytes_cleanroom/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/baseline_replay/result.stderr.txt,experiments/poly-frombytes/PFB-T1-exact-raw-decoding/05-boundary-reachability-and-mutation-sensitivity/PFB_01M_T1_BOUNDARY_MUTATION_RUN_20260729T043912Z/baseline_replay/result.stderr.txt
