producer_stage,output_key,declared_path,resolved_path,exists,declared_sha256,sha256,checksum_matches_manifest,checksum_declared,size_bytes
01_master_orchestrator,resolved_config,../../run_config.resolved.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/run_config.resolved.json,True,d0c77c2ba812dae323880d60885f3ecaf99b884e40926eec1c3dd6c474b129f4,d0c77c2ba812dae323880d60885f3ecaf99b884e40926eec1c3dd6c474b129f4,True,True,11873
01_master_orchestrator,workflow_plan,../../workflow_plan.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/workflow_plan.json,True,ddcdabfc15c9762f31f3dd10b541115fbc52951aaf1ae58bfb2d9276d11b15a0,ddcdabfc15c9762f31f3dd10b541115fbc52951aaf1ae58bfb2d9276d11b15a0,True,True,6361
01_master_orchestrator,run_manifest,../../run_manifest.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/run_manifest.json,True,0dbc6f58c9ef25d99b54e95e13f57c190fd87b26070f100aac14953672de06fe,0dbc6f58c9ef25d99b54e95e13f57c190fd87b26070f100aac14953672de06fe,True,True,3399
01_master_orchestrator,repository_provenance,control/repository_provenance.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/01_master_orchestrator/control/repository_provenance.json,True,7c28e9f8f72c3647ca816e4ec738492d42bd9aaca532a11efb41ddb3cb3d0ef0,7c28e9f8f72c3647ca816e4ec738492d42bd9aaca532a11efb41ddb3cb3d0ef0,True,True,934
02_spec_extraction,spec_summary,llm_authoritative/01_spec_summary.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/02_spec_extraction/llm_authoritative/01_spec_summary.json,True,bb04295b47bff3a18abb0273aed9d27feb03cd96be6d937ded469f0d9cb43c5c,bb04295b47bff3a18abb0273aed9d27feb03cd96be6d937ded469f0d9cb43c5c,True,True,48491
02_spec_extraction,spec_summary_validation,validation/llm_call_validation.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/02_spec_extraction/validation/llm_call_validation.json,True,2dc63a9267c5227614d837c50a6617e4c1ac72fc7370fbec6b89210dbdeed269,2dc63a9267c5227614d837c50a6617e4c1ac72fc7370fbec6b89210dbdeed269,True,True,1080
02_spec_extraction,selected_spec_excerpt_advisory,deterministic_reference/selected_spec_excerpt.txt,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/02_spec_extraction/deterministic_reference/selected_spec_excerpt.txt,True,9c91d3f2b00c971715500bc20775f7306bc9685c726fad75c18877c3ddf28678,9c91d3f2b00c971715500bc20775f7306bc9685c726fad75c18877c3ddf28678,True,True,127003
03_code_understanding,code_summary,llm_authoritative/02_code_summary.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/03_code_understanding/llm_authoritative/02_code_summary.json,True,f65baa8240f839936fa6f85d17a4f73137a6f13531e469a7a72a247e56151008,f65baa8240f839936fa6f85d17a4f73137a6f13531e469a7a72a247e56151008,True,True,50347
03_code_understanding,code_summary_validation,validation/llm_call_validation.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/03_code_understanding/validation/llm_call_validation.json,True,622245f84c7723d681680d5089c5d3577335ecd8aa215a4b70b4fc263023ec25,622245f84c7723d681680d5089c5d3577335ecd8aa215a4b70b4fc263023ec25,True,True,1089
03_code_understanding,function_signature_analysis_advisory,deterministic_reference/02_function_signature_analysis.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/03_code_understanding/deterministic_reference/02_function_signature_analysis.deterministic.json,True,a51090f075768252880598bde481e017c85fefe64d40fd3a5d5c3f068fe7e553,a51090f075768252880598bde481e017c85fefe64d40fd3a5d5c3f068fe7e553,True,True,214570
03_code_understanding,cbmc_harness_hints_advisory,deterministic_reference/02_cbmc_harness_hints.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/03_code_understanding/deterministic_reference/02_cbmc_harness_hints.deterministic.json,True,a7aeba8005f2ce8fb888be85035764fa74aacaafd714b6fe46a125b063390cb8,a7aeba8005f2ce8fb888be85035764fa74aacaafd714b6fe46a125b063390cb8,True,True,2517
04_property_discovery,candidate_properties,llm_authoritative/03_candidate_properties.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/04_property_discovery/llm_authoritative/03_candidate_properties.json,True,14029d17d39227c542e7283dbb8896e1cf8c8395520953ebaea7b5814bd7b1ea,14029d17d39227c542e7283dbb8896e1cf8c8395520953ebaea7b5814bd7b1ea,True,True,47594
04_property_discovery,candidate_properties_validation,validation/llm_call_validation.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/04_property_discovery/validation/llm_call_validation.json,True,8cda7ed0a63cf8c5c4ce740522558e99357c9aa967e6a2d66d0c79bbbdb5aef2,8cda7ed0a63cf8c5c4ce740522558e99357c9aa967e6a2d66d0c79bbbdb5aef2,True,True,1087
04_property_discovery,property_evidence_matrix_advisory,deterministic_reference/03_property_evidence_matrix.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/04_property_discovery/deterministic_reference/03_property_evidence_matrix.deterministic.json,True,3bb8572eef2c336e07f61686bbd408091507d1e2b9662e01267d1b5978252d7b,3bb8572eef2c336e07f61686bbd408091507d1e2b9662e01267d1b5978252d7b,True,True,3232
04_property_discovery,spec_code_traceability_advisory,deterministic_reference/03_spec_code_traceability.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/04_property_discovery/deterministic_reference/03_spec_code_traceability.deterministic.json,True,8beb50e94deb8cd550427499218912cd267253f4794b70d7869527cc11f02dcf,8beb50e94deb8cd550427499218912cd267253f4794b70d7869527cc11f02dcf,True,True,3436
04_property_discovery,property_risk_register_advisory,deterministic_reference/03_property_risk_register.deterministic.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/04_property_discovery/deterministic_reference/03_property_risk_register.deterministic.json,True,456fb5f555c805f75d31181ad02162d0053b6c6038dbc63f265c62461503e16f,456fb5f555c805f75d31181ad02162d0053b6c6038dbc63f265c62461503e16f,True,True,2404
05_artifact_generation,artifact_plan,llm_authoritative/04_artifact_plan.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/llm_authoritative/04_artifact_plan.json,True,ed507faa5b7a369269b991e19baf8acd8977db999ccf439fadd375b7e1e38dc9,ed507faa5b7a369269b991e19baf8acd8977db999ccf439fadd375b7e1e38dc9,True,True,30476
05_artifact_generation,generated_harness,rendered_outputs/04_generated_harness.c,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/rendered_outputs/04_generated_harness.c,True,4bbda28d963f915ffcc08c369ad3fd9c50bf1f89cf39743866317f0b3804d4f8,4bbda28d963f915ffcc08c369ad3fd9c50bf1f89cf39743866317f0b3804d4f8,True,True,1071
05_artifact_generation,artifact_manifest,rendered_outputs/04_artifact_manifest.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/rendered_outputs/04_artifact_manifest.json,True,27ec4a81c3e5550893d8fdeee841f3d8a504c97760eebcbef070a797baa08fca,27ec4a81c3e5550893d8fdeee841f3d8a504c97760eebcbef070a797baa08fca,True,True,2806
05_artifact_generation,independence_audit,validation/04_independence_audit.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/validation/04_independence_audit.json,True,153523e1f17011a0cce20431588f4e043c2beda1e4ab57c00a6f54799aed8a66,153523e1f17011a0cce20431588f4e043c2beda1e4ab57c00a6f54799aed8a66,True,True,1094
05_artifact_generation,artifact_plan_validation,validation/llm_call_validation.json,/home/girish/thesis-agent-workflow-26-property-test/runs/run_001_poly_add_real_20260711/stages/05_artifact_generation/validation/llm_call_validation.json,True,a3b4d5b8995ae81829bc38880e67f9372fe70f671aa7d5a0c4dd16d08164c5ca,a3b4d5b8995ae81829bc38880e67f9372fe70f671aa7d5a0c4dd16d08164c5ca,True,True,1092
